angry 0/disgust 0/fear 3/happy 24/neutral 18/sad 27/surprise 2/2024-04-17 08:36:14
angry 0/disgust 0/fear 2/happy 30/neutral 20/sad 24/surprise 2/2024-04-17 08:37:26
angry 0/disgust 0/fear 2/happy 9/neutral 39/sad 0/surprise 6/2024-04-17 08:42:35
angry 4/disgust 0/fear 4/happy 9/neutral 57/sad 1/surprise 2/2024-04-17 08:45:02
angry 0/disgust 0/fear 1/happy 6/neutral 63/sad 0/surprise 2/2024-04-17 08:52:12
angry 0/disgust 0/fear 2/happy 2/neutral 69/sad 0/surprise 5/2024-04-17 08:54:52
angry 0/disgust 0/fear 3/happy 6/neutral 29/sad 3/surprise 2/2024-04-17 08:55:54
angry 0/disgust 0/fear 1/happy 3/neutral 25/sad 0/surprise 4/2024-04-17 08:57:14
angry 0/disgust 0/fear 2/happy 3/neutral 34/sad 0/surprise 0/2024-04-17 09:01:29
angry 0/disgust 0/fear 1/happy 5/neutral 59/sad 9/surprise 2/2024-04-17 10:27:13
angry 0/disgust 0/fear 6/happy 22/neutral 53/sad 6/surprise 0/2024-04-17 11:41:20
angry 0/disgust 0/fear 0/happy 0/neutral 29/sad 0/surprise 0/2024-04-17 11:42:48
angry 0/disgust 0/fear 5/happy 15/neutral 60/sad 4/surprise 0/2024-04-17 12:07:08
angry 1/disgust 0/fear 9/happy 16/neutral 64/sad 7/surprise 0/2024-04-17 12:09:39
angry 0/disgust 0/fear 3/happy 1/neutral 0/sad 0/surprise 0/2024-04-17 12:41:29
angry 0/disgust 0/fear 19/happy 21/neutral 35/sad 4/surprise 3/2024-04-17 12:42:58
angry 2/disgust 0/fear 8/happy 32/neutral 16/sad 1/surprise 13/2024-04-17 12:48:24
angry 19/disgust 0/fear 4/happy 46/neutral 17/sad 0/surprise 0/2024-04-17 12:49:27
angry 0/disgust 0/fear 0/happy 25/neutral 59/sad 0/surprise 0/2024-04-17 12:52:24
angry 0/disgust 0/fear 10/happy 2/neutral 50/sad 1/surprise 0/2024-04-17 12:56:06
angry 2/disgust 0/fear 28/happy 0/neutral 50/sad 1/surprise 6/2024-04-17 12:58:16
angry 0/disgust 0/fear 6/happy 0/neutral 69/sad 3/surprise 0/2024-04-17 12:59:14
angry 0/disgust 0/fear 2/happy 31/neutral 51/sad 1/surprise 0/2024-04-17 13:02:52
angry 0/disgust 0/fear 9/happy 13/neutral 57/sad 3/surprise 0/2024-04-17 13:04:00
angry 3/disgust 0/fear 4/happy 21/neutral 48/sad 1/surprise 3/2024-04-17 13:48:50
angry 0/disgust 0/fear 14/happy 18/neutral 43/sad 0/surprise 6/2024-04-18 22:39:05
angry 0/disgust 0/fear 5/happy 47/neutral 17/sad 1/surprise 2/2024-04-18 22:54:56
angry 0/disgust 0/fear 4/happy 26/neutral 40/sad 0/surprise 1/2024-04-18 23:28:48
angry 0/disgust 0/fear 29/happy 0/neutral 7/sad 6/surprise 0/2024-04-18 23:58:12
angry 0/disgust 0/fear 12/happy 0/neutral 29/sad 2/surprise 0/2024-04-18 23:59:09
angry 0/disgust 0/fear 1/happy 0/neutral 66/sad 0/surprise 0/2024-04-19 10:49:25
angry 4/disgust 0/fear 1/happy 12/neutral 63/sad 0/surprise 1/2024-04-19 10:50:41
angry 0/disgust 0/fear 0/happy 3/neutral 20/sad 0/surprise 0/2024-04-19 11:02:17
angry 0/disgust 0/fear 3/happy 6/neutral 71/sad 5/surprise 7/2024-04-19 11:05:24
angry 4/disgust 0/fear 6/happy 25/neutral 40/sad 6/surprise 6/2024-04-19 13:47:12
angry 4/disgust 0/fear 9/happy 17/neutral 37/sad 11/surprise 7/2024-04-19 13:50:38
angry 0/disgust 0/fear 1/happy 2/neutral 10/sad 0/surprise 0/2024-04-19 14:02:50
angry 0/disgust 0/fear 6/happy 25/neutral 36/sad 0/surprise 17/2024-04-19 14:23:33
angry 0/disgust 0/fear 14/happy 13/neutral 45/sad 9/surprise 10/2024-04-19 14:26:41
angry 0/disgust 0/fear 0/happy 4/neutral 12/sad 0/surprise 2/2024-04-19 14:31:01
